Datetime,Close,High,Low,Open,Volume
,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
2025-12-10 09:15:00,990.0999755859375,990.5,989.9000244140625,990.0999755859375,169734
2025-12-10 09:20:00,990.2999877929688,990.7999877929688,989.7999877929688,990.2999877929688,162773
2025-12-10 09:25:00,990.4000244140625,990.5,990.0,990.2999877929688,167102
2025-12-10 09:30:00,989.7999877929688,990.5,989.0999755859375,990.2999877929688,689147
2025-12-10 09:35:00,989.5999755859375,990.5,989.0,989.7999877929688,709563
2025-12-10 09:40:00,989.4000244140625,989.9000244140625,989.2000122070312,989.5999755859375,541469
2025-12-10 09:45:00,990.0999755859375,990.4000244140625,989.2000122070312,989.5,499095
2025-12-10 09:50:00,990.4000244140625,990.5,990.0,990.0999755859375,392475
2025-12-10 09:55:00,991.7000122070312,992.0,990.0,990.2999877929688,294752
2025-12-11 09:15:00,999.7000122070312,1001.0999755859375,999.7000122070312,1001.0,387016
2025-12-11 09:20:00,1000.5999755859375,1000.7999877929688,999.5,999.7000122070312,289925
2025-12-11 09:25:00,1000.2999877929688,1000.9000244140625,1000.0999755859375,1000.5,132185
2025-12-11 09:30:00,1000.9000244140625,1001.7999877929688,1000.5999755859375,1000.7000122070312,239177
2025-12-11 09:35:00,1000.9000244140625,1001.2999877929688,1000.7999877929688,1000.9000244140625,251961
2025-12-11 09:40:00,1000.0999755859375,1001.0,1000.0,1001.0,214420
2025-12-11 09:45:00,1000.0,1000.0999755859375,999.2999877929688,1000.0,338327
2025-12-11 09:50:00,1000.0,1000.0999755859375,999.5,1000.0,256961
2025-12-11 09:55:00,1000.2999877929688,1000.4000244140625,999.0,1000.0,217317
2025-12-12 09:15:00,1000.0,1000.2999877929688,999.9000244140625,1000.0999755859375,108908
2025-12-12 09:20:00,1000.0,1000.2000122070312,1000.0,1000.0999755859375,76952
2025-12-12 09:25:00,1000.0999755859375,1000.2000122070312,1000.0,1000.0,89865
2025-12-12 09:30:00,1000.4000244140625,1001.5999755859375,1000.2999877929688,1000.4000244140625,551707
2025-12-12 09:35:00,1000.7000122070312,1000.7999877929688,1000.2999877929688,1000.2999877929688,287611
2025-12-12 09:40:00,1001.2999877929688,1001.5999755859375,1000.7000122070312,1000.7000122070312,512207
2025-12-12 09:45:00,1001.2999877929688,1001.4000244140625,1001.0,1001.2000122070312,416557
2025-12-12 09:50:00,1002.7999877929688,1002.9000244140625,1001.2000122070312,1001.2999877929688,543494
2025-12-12 09:55:00,1001.0999755859375,1003.5999755859375,1001.0999755859375,1002.9000244140625,465421
2025-12-15 09:15:00,997.0999755859375,997.7000122070312,997.0,997.2999877929688,604397
2025-12-15 09:20:00,997.4000244140625,997.5999755859375,997.0,997.0999755859375,133195
2025-12-15 09:25:00,997.4000244140625,997.5,997.0,997.4000244140625,87294
2025-12-15 09:30:00,996.9000244140625,997.4000244140625,996.7999877929688,997.4000244140625,356571
2025-12-15 09:35:00,996.2999877929688,996.9000244140625,995.7999877929688,996.7999877929688,255973
2025-12-15 09:40:00,996.0999755859375,996.7999877929688,996.0,996.4000244140625,198991
