Datetime,Close,High,Low,Open,Volume
,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS
2025-12-10 09:15:00,1489.699951171875,1489.800048828125,1488.5,1488.5,21003
2025-12-10 09:20:00,1489.5,1490.0999755859375,1488.5999755859375,1490.0,22039
2025-12-10 09:25:00,1490.800048828125,1491.0,1488.5,1489.5,41085
2025-12-10 09:30:00,1491.9000244140625,1492.199951171875,1489.800048828125,1490.0999755859375,75673
2025-12-10 09:35:00,1491.9000244140625,1492.0,1490.5999755859375,1491.9000244140625,20012
2025-12-10 09:40:00,1491.699951171875,1492.0,1491.4000244140625,1491.800048828125,15608
2025-12-10 09:45:00,1491.800048828125,1492.0,1491.5999755859375,1491.699951171875,19114
2025-12-10 09:50:00,1491.0999755859375,1491.9000244140625,1491.0,1491.800048828125,26397
2025-12-10 09:55:00,1490.0,1491.199951171875,1487.699951171875,1491.199951171875,16888
2025-12-11 09:15:00,1508.0999755859375,1510.300048828125,1507.9000244140625,1510.199951171875,34036
2025-12-11 09:20:00,1508.5,1509.4000244140625,1507.4000244140625,1507.800048828125,10339
2025-12-11 09:25:00,1510.0999755859375,1510.199951171875,1508.5,1508.5,12505
2025-12-11 09:30:00,1511.4000244140625,1511.5,1510.4000244140625,1510.4000244140625,14354
2025-12-11 09:35:00,1512.699951171875,1513.300048828125,1511.300048828125,1511.4000244140625,20004
2025-12-11 09:40:00,1512.699951171875,1513.4000244140625,1512.0999755859375,1512.5999755859375,21414
2025-12-11 09:45:00,1513.0,1513.300048828125,1512.4000244140625,1512.800048828125,16004
2025-12-11 09:50:00,1512.0999755859375,1513.0999755859375,1512.0,1513.0,20936
2025-12-11 09:55:00,1512.199951171875,1513.0,1512.0,1512.199951171875,14994
2025-12-12 09:15:00,1517.0,1517.0,1516.0999755859375,1516.4000244140625,2031
2025-12-12 09:20:00,1516.0,1517.0,1515.5999755859375,1517.0,6493
2025-12-12 09:25:00,1516.4000244140625,1516.800048828125,1515.800048828125,1515.800048828125,5058
2025-12-12 09:30:00,1517.4000244140625,1517.9000244140625,1516.800048828125,1517.300048828125,22734
2025-12-12 09:35:00,1518.300048828125,1518.5999755859375,1517.4000244140625,1517.5,15736
2025-12-12 09:40:00,1518.0,1518.5999755859375,1517.800048828125,1518.300048828125,30798
2025-12-12 09:45:00,1517.9000244140625,1518.0,1517.300048828125,1518.0,24104
2025-12-12 09:50:00,1517.699951171875,1518.4000244140625,1517.0,1518.0,42040
2025-12-12 09:55:00,1516.0,1518.0,1511.199951171875,1518.0,32206
2025-12-15 09:15:00,1506.4000244140625,1507.0,1504.800048828125,1505.0,17994
2025-12-15 09:20:00,1507.0,1507.0,1506.0999755859375,1506.5999755859375,2240
2025-12-15 09:25:00,1506.4000244140625,1507.0,1506.4000244140625,1507.0,5203
2025-12-15 09:30:00,1506.300048828125,1507.0,1506.300048828125,1507.0,5114
2025-12-15 09:35:00,1507.0,1507.0,1506.4000244140625,1506.4000244140625,74595
