Datetime,Close,High,Low,Open,Volume
,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS
2025-12-10 09:15:00,1009.5,1010.0999755859375,1008.4000244140625,1008.7999877929688,35261
2025-12-10 09:20:00,1009.0999755859375,1010.0999755859375,1009.0,1009.5,32080
2025-12-10 09:25:00,1009.7000122070312,1009.9000244140625,1008.4000244140625,1009.4000244140625,37712
2025-12-10 09:30:00,1010.5999755859375,1011.0,1008.5999755859375,1009.7000122070312,92053
2025-12-10 09:35:00,1009.5,1011.0,1009.2000122070312,1010.5999755859375,128365
2025-12-10 09:40:00,1010.4000244140625,1011.0,1009.2999877929688,1009.2999877929688,100413
2025-12-10 09:45:00,1011.2999877929688,1011.5,1010.0,1010.5,165860
2025-12-10 09:50:00,1010.4000244140625,1011.7000122070312,1010.2000122070312,1011.2999877929688,122821
2025-12-10 09:55:00,1010.2999877929688,1010.7999877929688,1008.9000244140625,1010.5,149253
2025-12-11 09:15:00,1003.5,1005.0,1003.0,1004.7999877929688,110034
2025-12-11 09:20:00,1005.2999877929688,1005.4000244140625,1003.5,1003.5,74738
2025-12-11 09:25:00,1005.5999755859375,1005.7999877929688,1005.2000122070312,1005.2000122070312,55694
2025-12-11 09:30:00,1005.7000122070312,1006.0,1005.2999877929688,1005.9000244140625,108788
2025-12-11 09:35:00,1005.7000122070312,1006.5,1005.2999877929688,1005.5999755859375,126714
2025-12-11 09:40:00,1005.0999755859375,1006.2000122070312,1004.7999877929688,1005.7999877929688,151052
2025-12-11 09:45:00,1006.0,1006.5,1005.0,1005.0999755859375,148460
2025-12-11 09:50:00,1008.2000122070312,1008.2999877929688,1005.9000244140625,1006.0999755859375,240033
2025-12-11 09:55:00,1008.0,1008.2999877929688,1007.0,1008.2000122070312,110741
2025-12-12 09:15:00,1015.9000244140625,1017.0999755859375,1015.7999877929688,1016.5999755859375,39959
2025-12-12 09:20:00,1016.0,1016.4000244140625,1015.5999755859375,1016.2999877929688,36557
2025-12-12 09:25:00,1017.5,1017.9000244140625,1016.4000244140625,1016.4000244140625,43619
2025-12-12 09:30:00,1017.2000122070312,1018.0,1016.9000244140625,1018.0,101476
2025-12-12 09:35:00,1017.9000244140625,1018.0,1017.2000122070312,1017.2999877929688,87682
2025-12-12 09:40:00,1017.9000244140625,1018.0,1017.7999877929688,1017.9000244140625,97242
2025-12-12 09:45:00,1016.2999877929688,1017.9000244140625,1016.2000122070312,1017.9000244140625,114553
2025-12-12 09:50:00,1017.0,1017.0,1016.4000244140625,1016.4000244140625,95356
2025-12-12 09:55:00,1015.0999755859375,1017.4000244140625,1015.0999755859375,1017.0,119032
2025-12-15 09:15:00,1012.5,1014.5999755859375,1012.2000122070312,1013.5999755859375,124798
2025-12-15 09:20:00,1012.7999877929688,1012.9000244140625,1012.2999877929688,1012.5,52904
