Datetime,Close,High,Low,Open,Volume
,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
2025-12-10 09:15:00,1361.9000244140625,1362.4000244140625,1361.0999755859375,1361.199951171875,162650
2025-12-10 09:20:00,1361.800048828125,1362.4000244140625,1360.9000244140625,1361.9000244140625,125334
2025-12-10 09:25:00,1363.0999755859375,1363.800048828125,1361.5999755859375,1361.9000244140625,152384
2025-12-10 09:30:00,1363.800048828125,1364.9000244140625,1362.9000244140625,1363.5,267521
2025-12-10 09:35:00,1363.699951171875,1364.9000244140625,1363.0999755859375,1364.0,287846
2025-12-10 09:40:00,1362.4000244140625,1364.0999755859375,1362.0999755859375,1363.800048828125,254997
2025-12-10 09:45:00,1363.300048828125,1363.5,1362.5,1362.5,301418
2025-12-10 09:50:00,1363.300048828125,1363.699951171875,1362.800048828125,1363.0999755859375,298632
2025-12-10 09:55:00,1363.5999755859375,1365.4000244140625,1362.9000244140625,1363.0999755859375,691728
2025-12-11 09:15:00,1360.0,1361.4000244140625,1359.9000244140625,1361.0999755859375,199634
2025-12-11 09:20:00,1360.300048828125,1361.300048828125,1359.5,1360.0999755859375,196812
2025-12-11 09:25:00,1360.0,1361.0,1359.699951171875,1360.300048828125,80653
2025-12-11 09:30:00,1360.199951171875,1361.0,1359.5,1360.9000244140625,149071
2025-12-11 09:35:00,1360.199951171875,1361.0,1359.800048828125,1360.199951171875,154728
2025-12-11 09:40:00,1359.4000244140625,1360.199951171875,1359.199951171875,1360.199951171875,143440
2025-12-11 09:45:00,1359.9000244140625,1360.5999755859375,1358.800048828125,1359.4000244140625,185003
2025-12-11 09:50:00,1359.699951171875,1360.0999755859375,1359.5,1359.9000244140625,133928
2025-12-11 09:55:00,1361.0,1361.5,1359.300048828125,1359.699951171875,161661
2025-12-12 09:15:00,1365.0999755859375,1365.300048828125,1365.0,1365.0,76922
2025-12-12 09:20:00,1365.0999755859375,1365.0999755859375,1365.0,1365.0999755859375,50986
2025-12-12 09:25:00,1365.199951171875,1365.300048828125,1365.0,1365.0999755859375,63725
2025-12-12 09:30:00,1366.0,1366.4000244140625,1365.800048828125,1365.800048828125,178456
2025-12-12 09:35:00,1365.9000244140625,1366.0,1365.5999755859375,1366.0,157810
2025-12-12 09:40:00,1366.0999755859375,1366.5,1365.9000244140625,1365.9000244140625,194176
2025-12-12 09:45:00,1366.0,1366.199951171875,1365.9000244140625,1366.199951171875,188819
2025-12-12 09:50:00,1366.199951171875,1366.199951171875,1365.800048828125,1366.0,201362
2025-12-12 09:55:00,1366.0999755859375,1366.4000244140625,1366.0,1366.0999755859375,122317
2025-12-15 09:15:00,1365.699951171875,1367.0,1365.4000244140625,1365.699951171875,229174
2025-12-15 09:20:00,1366.0,1366.800048828125,1365.300048828125,1365.699951171875,52887
2025-12-15 09:25:00,1366.699951171875,1366.699951171875,1365.5,1366.0999755859375,48454
2025-12-15 09:30:00,1365.0999755859375,1366.699951171875,1365.0,1366.699951171875,112522
2025-12-15 09:35:00,1365.5999755859375,1366.0,1365.0,1365.199951171875,139521
2025-12-15 09:40:00,1365.0999755859375,1365.800048828125,1365.0,1365.699951171875,154296
2025-12-15 09:45:00,1365.0999755859375,1365.199951171875,1365.0,1365.0999755859375,159392
2025-12-15 09:50:00,1365.0999755859375,1365.300048828125,1365.0,1365.0999755859375,145800
2025-12-15 09:55:00,1365.199951171875,1365.4000244140625,1365.0,1365.0,185812
2025-12-16 09:15:00,1364.199951171875,1366.199951171875,1362.5999755859375,1363.0999755859375,551443
2025-12-16 09:20:00,1365.300048828125,1366.4000244140625,1363.0,1364.199951171875,651598
2025-12-16 09:25:00,1366.199951171875,1367.800048828125,1363.300048828125,1365.0,476216
2025-12-16 09:30:00,1366.800048828125,1368.0999755859375,1364.300048828125,1366.5,519019
2025-12-16 09:35:00,1365.0999755859375,1368.4000244140625,1364.699951171875,1366.5999755859375,827649
2025-12-16 09:40:00,1364.5,1366.699951171875,1364.300048828125,1365.300048828125,350418
2025-12-16 09:45:00,1364.0999755859375,1365.0999755859375,1363.800048828125,1364.699951171875,175472
2025-12-16 09:50:00,1365.300048828125,1366.300048828125,1363.5999755859375,1364.199951171875,309092
2025-12-16 09:55:00,1366.0,1366.9000244140625,1365.0,1365.4000244140625,122924
2025-12-17 09:15:00,1352.5999755859375,1353.0999755859375,1351.9000244140625,1352.699951171875,73394
2025-12-17 09:20:00,1352.5,1353.9000244140625,1352.4000244140625,1352.4000244140625,91408
2025-12-17 09:25:00,1352.5999755859375,1352.699951171875,1352.5999755859375,1352.699951171875,56197
2025-12-17 09:30:00,1351.9000244140625,1352.9000244140625,1351.9000244140625,1352.699951171875,176334
2025-12-17 09:35:00,1352.300048828125,1352.300048828125,1351.9000244140625,1352.0,230266
2025-12-17 09:40:00,1351.800048828125,1352.300048828125,1351.800048828125,1352.199951171875,193044
2025-12-17 09:45:00,1351.300048828125,1351.9000244140625,1351.199951171875,1351.9000244140625,222435
2025-12-17 09:50:00,1354.199951171875,1354.5999755859375,1351.199951171875,1351.300048828125,412261
